hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,whrswk
yes,no,yes,12years,white,no,21.0,0,2,53.0,other,0
yes,yes,yes,12years,white,no,36.0,0,0,35.0,other,40
yes,yes,yes,12years,white,yes,18.0,2,1,28.6,other,40
yes,no,yes,12years,white,yes,10.0,0,0,11.0,other,40
no,yes,no,<9years,white,no,34.0,0,0,0.0,other,40
no,yes,yes,12years,white,yes,9.0,1,0,19.0,other,38
no,yes,no,12years,white,no,16.0,1,0,0.0,other,40
yes,yes,yes,12years,white,yes,27.0,0,1,35.0,other,38
yes,no,yes,12years,white,no,8.0,0,0,18.624,other,35
no,no,no,9-11years,white,no,36.5,0,0,0.0,other,0
yes,no,yes,13-15years,white,no,23.0,2,0,22.0,other,0
yes,no,yes,13-15years,white,yes,15.0,3,0,60.0,other,0
no,no,no,13-15years,white,yes,3.0,2,0,16.0,other,40
yes,no,yes,<9years,white,yes,15.0,1,0,15.365,other,0
no,yes,no,12years,white,yes,7.0,2,0,0.0,other,30
yes,no,yes,13-15years,black,no,11.0,0,0,35.0,other,40
no,no,no,12years,white,no,14.0,1,0,0.0,other,0
yes,no,yes,12years,white,no,41.0,0,0,4.0,other,0
no,yes,no,13-15years,white,yes,24.0,0,1,30.0,other,40
no,no,no,9-11years,white,yes,38.5,0,0,0.0,other,0
yes,no,yes,12years,white,no,23.0,0,2,0.0,other,0
yes,no,yes,16years,white,no,4.0,2,0,50.0,other,0
no,no,no,12years,white,yes,15.0,1,1,6.0,other,10
no,yes,no,13-15years,white,no,35.0,0,0,9.0,other,40
no,no,no,9-11years,white,yes,8.5,0,0,12.0,other,0
no,yes,no,13-15years,white,yes,3.0,2,0,20.0,other,40
no,no,no,9-11years,white,no,19.5,0,2,0.0,other,0
no,yes,yes,16years,white,no,13.0,0,0,40.0,other,40
no,no,no,13-15years,white,yes,4.0,0,0,15.6,other,0
no,yes,no,12years,white,no,12.0,1,1,22.0,other,40
no,yes,no,12years,white,yes,14.0,1,0,0.0,other,40
no,no,no,<9years,white,yes,35.0,0,0,0.0,other,0
yes,no,yes,<9years,black,yes,34.0,0,0,29.0,other,40
yes,no,yes,12years,white,yes,41.0,0,0,18.2,other,0
yes,no,yes,13-15years,white,yes,7.0,0,0,50.0,other,40
yes,no,yes,12years,white,yes,29.0,0,0,26.624,other,25
yes,yes,yes,9-11years,white,yes,36.5,0,0,22.0,other,35
no,no,no,12years,white,yes,17.0,0,3,13.0,other,0
yes,no,yes,<9years,white,no,35.0,0,2,22.5,other,40
yes,no,yes,16years,white,no,18.0,0,0,30.0,other,35
no,no,no,9-11years,white,yes,38.5,0,0,13.2,other,40
no,no,no,12years,white,yes,21.0,2,2,0.0,other,0
yes,yes,yes,16years,white,no,9.0,0,0,33.0,other,42
yes,no,yes,12years,white,no,28.0,0,2,51.0,other,0
yes,no,yes,12years,white,no,26.0,2,1,70.0,other,0
yes,no,yes,9-11years,white,yes,3.5,0,0,35.0,other,40
yes,no,yes,12years,white,no,15.0,3,1,62.5,other,0
yes,yes,yes,13-15years,white,no,36.0,0,0,44.0,other,40
no,yes,no,13-15years,white,no,12.0,1,2,48.0,other,25
yes,no,yes,12years,white,no,37.0,0,0,40.0,other,0
yes,no,yes,12years,white,no,46.0,0,0,55.0,other,0
no,yes,no,16years,white,no,27.0,0,0,99.999,other,3
yes,yes,yes,16years,white,no,14.0,0,1,52.0,other,40
yes,no,yes,12years,white,no,43.0,0,0,70.0,other,0
yes,no,yes,13-15years,white,no,15.0,3,0,25.0,other,8
yes,yes,yes,>16years,white,no,24.0,0,0,50.0,other,40
yes,yes,yes,16years,white,no,25.0,0,2,40.0,other,55
yes,no,yes,16years,black,no,42.0,0,0,37.0,other,40
no,yes,no,12years,black,no,27.0,0,0,26.0,other,40
yes,no,yes,>16years,black,no,27.0,0,0,29.0,other,45
yes,no,yes,13-15years,black,no,24.0,0,1,40.0,other,40
yes,no,yes,16years,white,no,13.0,3,1,46.0,other,0
yes,no,yes,13-15years,white,no,16.0,0,2,99.999,other,12
yes,no,yes,16years,white,no,7.0,0,0,63.0,other,40
yes,no,yes,12years,white,yes,10.0,2,0,30.0,other,40
yes,no,yes,12years,black,no,32.0,0,0,40.0,other,35
yes,no,yes,12years,white,no,21.0,2,1,19.0,other,0
no,no,no,16years,white,no,9.0,2,0,9.0,other,0
no,yes,yes,16years,white,no,19.0,0,2,52.0,other,30
yes,no,yes,12years,white,yes,17.0,0,3,32.0,other,0
yes,no,yes,12years,white,no,45.0,0,0,68.0,other,0
yes,no,yes,12years,white,no,23.0,0,2,38.0,other,0
no,yes,no,12years,black,no,8.0,0,0,4.0,other,40
yes,no,yes,13-15years,black,no,27.0,0,0,68.7,other,40
yes,no,yes,12years,black,no,29.0,0,0,0.0,other,40
no,no,no,12years,black,no,26.0,0,1,0.0,other,40
yes,no,yes,13-15years,white,no,23.0,0,1,35.0,other,32
yes,no,yes,12years,white,no,29.0,0,0,45.0,other,12
yes,yes,yes,9-11years,white,no,30.5,0,1,65.0,other,40
yes,no,yes,<9years,white,no,20.0,0,2,10.0,other,30
no,no,no,12years,white,no,41.0,0,0,16.8,other,0
yes,no,yes,12years,white,no,15.0,1,2,43.0,other,35
no,yes,yes,16years,white,no,25.0,0,0,13.7,other,50
no,no,no,12years,white,no,30.0,0,1,0.0,other,40
yes,yes,yes,12years,white,no,33.0,0,0,22.0,other,40
no,yes,no,12years,white,no,32.0,0,0,23.8,other,40
no,yes,no,12years,white,no,29.0,0,0,20.0,other,60
no,no,no,9-11years,white,no,38.5,0,1,0.0,other,3
yes,no,yes,12years,white,no,29.0,0,1,50.0,other,15
yes,no,yes,13-15years,white,no,25.0,0,1,47.0,other,40
no,yes,no,13-15years,white,no,25.0,0,1,0.0,other,40
yes,no,yes,16years,white,no,7.0,1,0,29.99,other,30
yes,no,yes,12years,white,no,14.0,0,2,26.0,other,20
yes,no,yes,13-15years,white,no,3.0,1,0,11.648,other,32
yes,no,yes,12years,white,no,21.0,0,2,25.0,other,40
yes,no,yes,13-15years,white,no,15.0,0,2,45.0,other,20
yes,no,yes,12years,white,no,6.0,1,0,20.0,other,40
no,yes,yes,12years,white,no,25.0,0,2,0.0,other,40
no,yes,no,13-15years,white,no,34.0,0,0,0.0,other,40
no,yes,no,16years,white,no,9.0,3,0,20.0,other,28
yes,yes,yes,12years,white,no,33.0,0,0,30.0,other,43
yes,no,yes,13-15years,white,no,20.0,0,3,99.999,other,10
yes,no,yes,16years,white,no,30.0,0,0,99.999,other,60
yes,no,yes,16years,white,no,32.0,0,0,99.999,other,4
no,yes,no,16years,white,no,15.0,1,1,35.0,other,28
yes,no,yes,13-15years,white,no,30.0,0,0,15.0,other,43
no,no,no,12years,white,no,32.0,0,0,0.0,other,0
no,no,yes,16years,white,no,6.0,0,0,11.746,other,20
yes,no,yes,12years,white,no,18.0,1,1,65.0,other,42
yes,yes,yes,12years,white,no,33.0,0,4,30.0,other,35
yes,no,yes,12years,white,no,26.0,0,2,30.0,other,20
yes,no,yes,12years,white,no,21.0,1,2,83.0,other,0
yes,no,yes,13-15years,white,no,22.0,2,1,42.0,other,0
no,no,no,12years,white,yes,38.0,0,0,0.0,other,0
no,yes,no,12years,white,no,12.0,1,0,25.0,other,40
yes,yes,yes,13-15years,white,no,19.0,0,1,66.0,other,25
yes,no,yes,13-15years,white,no,2.0,0,0,27.0,other,40
yes,no,yes,12years,white,no,18.0,0,1,44.0,other,30
yes,no,yes,12years,white,no,24.0,0,0,33.0,other,40
no,yes,yes,>16years,white,no,15.0,0,0,174.999,other,55
no,yes,no,>16years,white,no,32.0,0,0,99.999,other,65
yes,no,yes,16years,white,no,20.0,0,2,90.0,other,0
yes,yes,yes,16years,white,no,8.0,0,0,47.0,other,40
yes,no,yes,13-15years,white,no,23.0,0,0,90.0,other,0
no,yes,no,>16years,white,no,14.0,2,0,90.0,other,20
no,no,no,<9years,white,no,33.0,0,1,0.0,other,0
no,no,no,12years,white,yes,10.0,0,0,12.0,other,25
no,no,no,12years,white,yes,22.0,0,2,3.0,other,3
yes,no,yes,12years,white,no,25.0,0,3,45.82,other,30
yes,no,yes,12years,white,no,29.0,0,1,43.677,other,20
yes,no,yes,13-15years,white,no,10.0,2,0,50.0,other,0
no,yes,no,16years,white,no,13.0,0,0,30.0,other,40
no,yes,no,12years,white,no,4.0,1,0,6.0,other,40
no,no,no,13-15years,white,no,4.0,0,0,12.0,other,12
no,no,no,12years,white,no,3.0,0,0,14.0,other,0
yes,yes,yes,13-15years,white,no,32.0,0,0,38.0,other,40
yes,yes,yes,13-15years,white,no,28.0,0,0,24.5,other,24
yes,no,yes,13-15years,white,no,19.0,1,1,32.5,other,25
yes,yes,yes,16years,white,no,19.0,1,1,28.2,other,40
yes,no,yes,>16years,white,no,7.0,1,0,50.0,other,12
no,yes,yes,>16years,white,no,12.0,0,0,78.0,other,60
no,yes,yes,>16years,white,no,12.0,0,0,43.0,other,40
yes,no,yes,13-15years,white,no,28.0,0,0,40.0,other,24
yes,yes,yes,16years,white,no,2.0,0,0,48.0,other,36
yes,no,yes,13-15years,white,no,22.0,0,5,0.0,other,0
yes,no,yes,13-15years,white,no,19.0,0,2,90.0,other,40
no,no,no,13-15years,white,no,33.0,0,0,15.0,other,5
yes,no,yes,16years,white,no,11.0,2,0,0.0,other,0
yes,no,yes,12years,black,no,27.0,0,1,45.0,other,40
yes,no,yes,12years,white,no,19.0,0,3,48.0,other,25
no,yes,no,16years,white,no,21.0,0,1,28.6,other,40
yes,no,yes,13-15years,white,no,5.0,2,0,48.0,other,20
yes,no,yes,12years,white,no,37.0,0,0,16.0,other,0
no,no,no,9-11years,white,no,37.5,0,0,21.0,other,0
yes,no,yes,>16years,black,no,11.0,1,1,34.0,other,35
no,no,no,12years,white,no,22.0,0,2,0.0,other,0
no,yes,no,>16years,white,no,6.0,0,0,77.0,other,50
no,yes,yes,16years,white,no,22.0,0,2,33.0,other,35
no,yes,yes,13-15years,white,no,16.0,0,3,45.0,other,30
no,yes,yes,<9years,white,no,41.0,0,1,22.0,other,30
yes,no,yes,12years,white,no,45.0,0,0,0.21,other,15
yes,yes,yes,13-15years,white,no,10.0,0,0,50.0,other,40
no,no,no,16years,white,no,14.0,1,1,0.0,other,40
no,yes,yes,12years,white,no,33.0,0,0,40.0,other,40
no,no,no,>16years,white,yes,22.0,0,0,99.999,other,40
yes,no,yes,16years,white,no,10.0,0,2,58.0,other,35
yes,yes,yes,16years,white,no,24.0,0,2,85.0,other,30
no,yes,yes,12years,white,yes,28.0,0,0,60.0,other,35
yes,yes,yes,12years,white,no,22.0,0,2,40.0,other,35
no,yes,yes,16years,white,no,16.0,0,0,80.0,other,40
yes,no,yes,13-15years,white,no,7.0,1,0,30.15,other,15
no,yes,no,>16years,white,no,18.0,2,0,38.0,other,24
no,yes,yes,16years,white,no,19.0,3,0,12.0,other,31
yes,no,yes,16years,white,no,20.0,1,2,55.0,other,0
no,yes,no,16years,white,no,19.0,0,4,7.8,other,40
no,yes,no,12years,white,no,41.0,0,0,5.0,other,40
yes,no,yes,12years,white,no,29.0,0,2,19.5,other,0
no,no,no,13-15years,white,no,20.0,0,2,2.0,other,35
no,yes,yes,16years,white,no,21.0,0,0,35.0,other,36
no,yes,no,12years,white,no,20.0,1,2,23.288,other,40
no,yes,no,12years,white,no,15.0,2,0,36.0,other,45
no,yes,no,13-15years,white,no,27.0,0,2,40.775,other,40
no,no,no,<9years,white,no,46.0,0,0,0.0,other,0
no,yes,no,12years,white,no,18.0,0,1,0.0,other,40
yes,yes,yes,12years,white,no,27.0,0,0,33.0,other,44
yes,yes,yes,12years,white,no,27.0,0,2,23.0,other,30
yes,yes,yes,12years,white,no,27.0,0,2,25.0,other,24
no,yes,no,12years,white,no,39.0,0,0,28.0,other,40
no,yes,no,13-15years,white,no,25.0,0,2,50.0,other,40
yes,no,yes,16years,white,no,25.0,0,2,99.999,other,40
yes,no,yes,13-15years,white,no,29.0,0,0,99.999,other,30
yes,no,yes,13-15years,white,no,26.0,0,1,60.0,other,40
no,yes,no,>16years,white,no,26.0,0,0,0.0,other,40
no,no,no,9-11years,white,yes,27.5,0,1,70.0,other,8
no,no,no,12years,white,no,2.0,0,0,10.5,other,0
yes,yes,yes,12years,white,no,9.0,0,1,35.0,other,40
yes,yes,yes,12years,white,no,26.0,0,0,35.0,other,40
no,no,no,9-11years,white,no,23.5,0,1,31.5,other,0
no,yes,no,12years,white,no,15.0,2,1,32.0,other,38
yes,yes,yes,16years,white,no,27.0,0,1,26.0,other,23
no,yes,no,12years,white,no,47.0,0,0,2.4,other,20
no,yes,no,12years,white,no,45.0,0,0,0.0,other,0
yes,no,yes,<9years,white,no,47.0,0,0,0.0,other,20
yes,no,yes,13-15years,white,no,21.0,0,0,35.0,other,0
no,no,no,12years,black,no,12.0,0,0,18.0,other,15
no,no,no,12years,white,no,45.0,0,0,2.405,other,0
yes,no,yes,13-15years,white,no,19.0,0,0,40.0,other,40
no,yes,no,>16years,white,no,17.0,0,0,37.0,other,50
yes,no,yes,12years,white,no,26.0,0,1,35.0,other,30
no,yes,no,<9years,white,no,43.0,0,0,16.0,other,40
yes,no,yes,13-15years,white,no,11.0,0,2,24.284,other,40
no,no,no,13-15years,white,no,26.0,0,0,0.0,other,30
yes,no,yes,13-15years,white,no,10.0,2,0,25.0,other,0
yes,yes,yes,12years,white,no,27.0,0,0,28.0,other,30
no,no,no,16years,white,no,12.0,0,0,0.0,other,43
no,no,no,12years,white,no,46.0,0,0,0.0,other,35
no,no,no,13-15years,white,no,20.0,1,0,0.0,other,0
no,yes,yes,13-15years,white,no,9.0,0,0,48.0,other,40
no,no,yes,12years,white,no,27.0,0,0,22.0,other,36
no,yes,no,12years,white,no,34.0,0,0,0.0,other,40
no,no,no,12years,white,no,43.0,0,0,7.038,other,0
no,yes,no,13-15years,white,no,38.0,0,0,0.0,other,38
no,no,no,12years,white,no,38.0,0,0,99.999,other,0
no,no,no,>16years,white,no,9.0,2,0,0.0,other,16
yes,yes,yes,>16years,white,no,21.0,0,0,55.0,other,45
no,no,no,9-11years,white,no,34.5,0,0,0.0,other,0
yes,no,yes,13-15years,white,no,7.0,0,0,60.0,other,6
no,no,no,12years,white,no,11.0,2,0,4.0,other,35
yes,yes,yes,13-15years,white,no,13.0,0,0,25.0,other,50
no,no,no,12years,white,no,31.0,0,1,35.0,other,0
yes,no,yes,13-15years,white,no,11.0,0,0,35.0,other,40
yes,no,yes,12years,white,no,47.0,0,0,99.999,other,0
yes,no,yes,13-15years,white,no,18.0,2,1,99.999,other,0
yes,yes,yes,16years,white,no,6.0,0,0,50.0,other,40
no,no,no,9-11years,white,yes,26.5,0,2,37.9,other,0
yes,no,yes,>16years,white,no,17.0,0,3,40.0,other,40
no,no,no,13-15years,white,no,18.0,1,1,0.0,other,0
yes,no,yes,13-15years,white,no,30.0,0,1,60.0,other,40
no,no,no,16years,white,no,41.0,0,0,99.999,other,0
yes,no,yes,12years,white,no,24.0,0,2,38.0,other,0
yes,no,yes,12years,white,no,20.0,1,1,22.0,other,10
yes,no,yes,13-15years,white,yes,14.0,0,1,26.0,other,25
yes,yes,yes,12years,white,no,21.0,0,1,48.6,other,40
yes,no,yes,13-15years,white,no,16.0,0,2,40.0,other,36
yes,no,yes,12years,white,no,40.0,0,0,29.0,other,0
yes,no,yes,12years,white,no,14.0,0,2,79.0,other,40
yes,no,yes,13-15years,white,no,38.0,0,0,60.0,other,0
yes,no,yes,<9years,white,no,51.0,0,0,0.0,other,40
no,yes,no,16years,white,no,39.0,0,0,2.1,other,48
yes,no,yes,>16years,white,no,18.0,0,2,65.0,other,8
yes,no,yes,12years,white,no,15.0,2,0,50.0,other,0
yes,no,yes,12years,white,no,36.0,0,0,0.0,other,0
yes,no,yes,13-15years,white,no,44.0,0,0,4.5,other,0
yes,yes,yes,9-11years,white,no,25.5,0,0,11.0,other,37
no,no,no,13-15years,white,no,29.0,0,1,30.0,other,40
no,yes,no,>16years,white,no,11.0,0,0,46.655,other,50
no,yes,no,13-15years,white,no,13.0,0,0,0.0,other,40
no,yes,no,16years,white,no,32.0,0,0,0.0,other,40
yes,no,yes,9-11years,white,no,8.5,0,0,33.0,other,55
yes,no,yes,13-15years,white,no,16.0,0,0,48.0,other,0
no,yes,no,13-15years,white,no,31.0,0,0,0.0,other,40
no,no,no,9-11years,white,no,15.5,0,1,16.382,other,16
yes,no,yes,12years,white,no,8.0,1,0,25.0,other,30
no,no,no,12years,white,no,45.0,0,0,2.405,other,0
no,no,no,13-15years,white,no,2.0,0,0,0.0,other,35
no,yes,no,12years,white,no,9.0,1,0,4.506,other,40
no,yes,no,12years,white,no,46.0,0,0,0.125,other,35
yes,no,yes,12years,white,no,29.0,0,0,33.0,other,0
no,no,no,12years,white,no,46.0,0,0,4.0,other,15
no,yes,no,12years,white,no,29.0,0,0,0.0,other,33
no,no,no,13-15years,white,no,24.0,0,2,99.999,other,0
no,yes,no,12years,white,no,19.0,0,2,27.527,other,20
no,yes,yes,13-15years,white,no,43.0,0,0,0.0,other,0
no,no,yes,12years,white,no,12.0,1,1,51.0,other,15
no,no,yes,13-15years,white,no,23.0,2,1,47.0,other,8
yes,no,yes,9-11years,white,no,43.5,0,0,26.689,other,39
no,yes,no,12years,white,no,23.0,1,0,29.381,other,46
no,no,no,<9years,white,no,48.0,0,0,0.0,other,0
yes,no,yes,16years,white,no,36.0,0,0,55.0,northcentral,34
no,yes,no,>16years,white,no,14.0,0,2,28.0,northcentral,60
no,no,no,13-15years,white,no,6.0,2,0,18.0,northcentral,36
yes,no,yes,12years,white,no,20.0,0,2,27.18,northcentral,30
no,no,no,16years,white,yes,7.0,1,0,58.0,northcentral,0
no,yes,no,13-15years,white,no,30.0,0,1,0.0,northcentral,40
yes,no,yes,13-15years,white,no,17.0,0,3,32.2,northcentral,28
yes,no,yes,12years,white,no,28.0,0,1,42.0,northcentral,6
no,no,no,13-15years,white,no,11.0,0,0,20.0,northcentral,40
no,no,no,12years,white,no,20.0,0,2,15.5,northcentral,35
no,no,no,13-15years,other,no,23.0,1,3,0.0,northcentral,40
no,no,no,<9years,other,no,20.0,0,1,1.5,northcentral,0
yes,no,yes,13-15years,white,no,18.0,2,3,55.0,northcentral,8
yes,no,yes,16years,white,no,20.0,0,2,66.0,northcentral,36
yes,no,yes,12years,white,no,47.0,0,0,3.175,northcentral,24
yes,no,yes,12years,white,no,47.0,0,0,0.0,northcentral,20
yes,no,yes,13-15years,white,no,16.0,0,0,40.0,northcentral,60
no,yes,no,12years,white,no,47.0,0,0,6.0,northcentral,40
yes,yes,yes,13-15years,white,no,13.0,0,2,55.0,northcentral,20
yes,no,yes,12years,white,no,46.0,0,0,0.0,northcentral,0
yes,no,yes,16years,white,no,21.0,0,2,43.0,northcentral,20
yes,no,yes,13-15years,white,no,40.0,0,0,37.5,northcentral,15
no,yes,yes,>16years,white,no,21.0,0,0,99.999,northcentral,40
no,no,no,>16years,white,no,23.0,0,1,0.0,northcentral,65
yes,no,yes,>16years,white,no,26.0,0,0,43.0,northcentral,50
no,yes,no,13-15years,white,no,29.0,0,1,34.0,northcentral,28
no,yes,no,13-15years,white,no,17.0,1,1,52.0,northcentral,32
no,yes,yes,16years,white,no,19.0,0,2,25.0,northcentral,40
yes,yes,yes,13-15years,white,no,22.0,0,1,35.447,northcentral,40
yes,no,yes,12years,white,no,12.0,2,0,55.0,northcentral,40
yes,no,yes,16years,white,no,20.0,0,1,40.0,northcentral,40
yes,no,yes,16years,white,no,13.0,1,1,40.354,northcentral,0
yes,yes,yes,13-15years,white,no,22.0,0,2,30.0,northcentral,40
yes,no,yes,12years,white,no,20.0,0,2,50.0,northcentral,16
yes,no,yes,>16years,white,no,15.0,0,0,79.6,northcentral,60
yes,no,yes,12years,white,no,13.0,2,0,50.0,northcentral,25
no,yes,yes,16years,white,no,5.0,0,0,35.0,northcentral,40
no,yes,no,12years,white,no,14.0,0,0,10.0,northcentral,45
no,yes,no,>16years,white,no,20.0,0,0,51.0,northcentral,40
yes,no,yes,>16years,white,no,28.0,0,0,36.0,northcentral,35
no,yes,no,16years,white,no,37.0,0,0,4.3,northcentral,40
yes,no,yes,13-15years,white,no,19.0,1,1,27.0,northcentral,0
yes,no,yes,12years,white,no,40.0,0,0,61.0,northcentral,0
yes,no,yes,12years,white,no,46.0,0,0,0.0,northcentral,0
no,no,no,12years,white,no,34.0,0,0,60.78,northcentral,40
yes,no,yes,9-11years,white,no,32.5,0,0,45.0,northcentral,20
yes,no,yes,9-11years,white,no,20.5,0,0,42.0,northcentral,0
no,yes,no,13-15years,white,no,3.0,0,0,13.0,northcentral,80
yes,yes,yes,16years,white,no,8.0,1,0,14.0,northcentral,41
yes,yes,yes,13-15years,white,no,29.0,0,0,46.413,northcentral,40
yes,no,yes,13-15years,white,no,11.0,0,0,38.0,northcentral,40
yes,no,yes,9-11years,white,no,19.5,0,1,25.0,northcentral,30
yes,no,yes,13-15years,white,no,24.0,0,0,40.0,northcentral,40
no,yes,yes,12years,white,no,29.0,0,0,13.5,northcentral,40
no,yes,no,>16years,white,no,11.0,0,0,10.0,northcentral,50
yes,no,yes,13-15years,white,no,13.0,1,0,33.0,northcentral,50
yes,no,yes,13-15years,white,no,12.0,2,0,39.0,northcentral,20
no,no,yes,12years,white,no,24.0,0,2,33.613,northcentral,40
yes,yes,yes,13-15years,white,no,26.0,0,1,30.0,northcentral,24
yes,no,yes,13-15years,white,no,4.0,0,0,26.695,northcentral,36
no,no,no,12years,white,no,10.0,1,0,19.0,northcentral,20
yes,yes,yes,13-15years,white,no,21.0,0,1,38.0,northcentral,40
no,no,no,12years,white,no,29.0,0,1,0.0,northcentral,0
no,yes,no,9-11years,white,no,36.5,0,0,0.0,northcentral,20
no,yes,no,>16years,white,no,28.0,0,0,19.0,northcentral,50
yes,no,yes,12years,white,no,43.0,0,0,0.0,northcentral,0
yes,no,yes,16years,white,no,12.0,0,3,30.0,northcentral,40
yes,no,yes,12years,white,no,7.0,1,0,23.0,northcentral,0
yes,yes,yes,16years,white,no,21.0,1,1,50.0,northcentral,55
yes,no,yes,16years,white,no,30.0,0,0,80.0,northcentral,25
no,no,no,<9years,white,no,43.0,0,0,0.0,northcentral,0
yes,no,yes,16years,white,no,38.0,0,0,0.0,northcentral,0
no,yes,no,13-15years,white,no,31.0,0,0,0.0,northcentral,45
yes,no,yes,13-15years,white,no,16.0,0,2,38.0,northcentral,30
no,yes,yes,16years,white,no,7.0,0,0,32.0,northcentral,40
yes,no,yes,9-11years,white,no,39.5,0,0,44.56,northcentral,0
yes,no,yes,12years,white,no,25.0,0,4,29.0,northcentral,36
yes,yes,yes,13-15years,white,no,28.0,0,2,29.0,northcentral,40
yes,no,yes,16years,white,no,8.0,1,0,24.0,northcentral,6
yes,no,yes,12years,white,no,31.0,0,0,38.0,northcentral,40
no,yes,no,13-15years,white,no,25.0,0,2,32.0,northcentral,40
yes,yes,yes,12years,white,no,11.0,1,0,22.0,northcentral,40
no,yes,yes,12years,white,no,43.0,0,0,45.0,northcentral,60
yes,no,yes,12years,white,no,41.0,0,0,20.0,northcentral,0
yes,no,yes,12years,white,no,20.0,1,1,0.0,northcentral,0
yes,no,yes,13-15years,white,no,17.0,0,2,40.0,northcentral,10
no,yes,no,>16years,white,no,13.0,0,1,56.0,northcentral,20
yes,yes,yes,<9years,white,no,30.0,0,0,25.0,northcentral,40
yes,no,yes,12years,white,no,36.0,0,0,0.0,northcentral,21
yes,no,yes,12years,white,no,46.0,0,0,0.0,northcentral,0
no,yes,yes,13-15years,white,no,32.0,0,0,25.0,northcentral,44
yes,no,yes,13-15years,white,no,12.0,1,0,25.0,northcentral,40
yes,no,yes,13-15years,white,no,10.0,2,2,0.0,northcentral,0
no,yes,no,12years,black,no,11.0,1,0,20.0,northcentral,40
yes,no,yes,12years,white,no,35.0,0,0,47.721,northcentral,40
no,yes,yes,12years,white,no,45.0,0,0,0.0,northcentral,0
yes,yes,yes,16years,black,no,29.0,0,0,38.0,northcentral,70
no,no,yes,12years,black,no,7.0,3,0,27.664,northcentral,0
yes,yes,yes,13-15years,white,no,37.0,0,0,46.0,northcentral,40
yes,no,yes,12years,white,no,34.0,0,0,50.0,northcentral,30
yes,yes,yes,>16years,white,no,4.0,0,0,70.0,northcentral,40
yes,no,yes,12years,white,no,13.0,1,0,39.0,northcentral,40
yes,no,yes,13-15years,white,no,23.0,1,2,50.0,northcentral,0
yes,no,yes,16years,white,no,38.0,0,0,0.0,northcentral,0
no,yes,no,16years,white,no,12.0,0,0,28.0,northcentral,40
yes,no,yes,12years,white,yes,13.0,0,0,9.0,northcentral,0
no,no,no,12years,white,yes,24.0,0,1,20.0,northcentral,60
yes,no,yes,12years,other,yes,3.0,0,0,15.0,northcentral,0
no,yes,no,12years,white,yes,16.0,1,3,26.0,northcentral,40
yes,yes,yes,<9years,white,yes,45.0,0,0,22.0,northcentral,40
yes,yes,yes,<9years,white,yes,26.0,1,3,12.0,northcentral,40
yes,no,yes,<9years,white,no,15.0,0,2,28.888,northcentral,0
no,no,no,<9years,white,yes,41.0,0,1,6.0,northcentral,0
no,yes,no,<9years,other,yes,31.0,0,1,20.0,northcentral,0
no,no,no,9-11years,other,yes,9.5,0,0,10.4,northcentral,0
no,yes,no,>16years,white,no,16.0,0,0,0.0,northcentral,40
no,yes,no,>16years,white,no,22.0,0,0,55.0,northcentral,35
no,yes,no,>16years,white,no,28.0,0,0,71.0,northcentral,38
yes,yes,yes,16years,white,no,9.0,1,0,74.0,northcentral,44
no,yes,no,16years,white,no,8.0,0,0,0.0,northcentral,40
yes,no,yes,12years,white,no,20.0,1,1,43.0,northcentral,35
no,yes,no,12years,white,no,38.0,0,0,0.0,northcentral,0
yes,no,yes,13-15years,white,no,20.0,0,3,30.0,northcentral,40
yes,no,yes,16years,white,no,23.0,0,1,65.0,northcentral,0
no,yes,no,16years,white,no,13.0,0,0,52.0,northcentral,45
yes,no,yes,12years,white,no,40.0,0,0,6.22,northcentral,0
yes,yes,yes,>16years,white,no,11.0,1,0,50.0,northcentral,40
yes,no,yes,12years,white,no,36.0,0,0,0.0,northcentral,15
yes,no,yes,9-11years,white,no,36.5,0,0,27.0,northcentral,0
yes,no,yes,12years,white,no,45.0,0,0,0.0,northcentral,0
yes,no,yes,12years,white,no,19.0,1,2,35.0,northcentral,0
yes,no,yes,12years,white,no,25.0,0,2,21.0,northcentral,40
yes,no,yes,12years,white,yes,32.0,0,0,34.5,northcentral,0
no,no,yes,13-15years,white,no,22.0,0,0,60.0,northcentral,40
